
============================== SIGNAL 1 FINAL OUTPUT ==============================
Idx  | Hex(Real)  | Real (Float) | Hex(Imag)  | Imag (Float)
840  | 404a9b76   | 3.16574      | c04e1b9c   | -3.22044    
841  | bf49b2dd   | -0.78789     | 410ffc3d   | 8.99908     
842  | bfbb3b81   | -1.46275     | 3ffcbaf6   | 1.97446     
843  | c0ed431d   | -7.41444     | c153c67b   | -13.23596   
844  | bfcfb0e1   | -1.62259     | bfb7c797   | -1.43578    
845  | be8ace06   | -0.27110     | 4008770e   | 2.13227     
846  | 4138f6d3   | 11.56026     | 40fae5c9   | 7.84055     
847  | 4008a5e7   | 2.13513      | c08da486   | -4.42633    
848  | 3f853fc2   | 1.04101      | 400304c3   | 2.04717     
849  | 40119cef   | 2.27520      | 4090a145   | 4.51969     
850  | bf2bdb38   | -0.67131     | 40981b7d   | 4.75336     
851  | c0153014   | -2.33106     | 40bda2a5   | 5.92610     
852  | 4112531b   | 9.14529      | c0d8adc5   | -6.77121    
853  | 40b8a7e2   | 5.77049      | bc6abba5   | -0.01433    
854  | c027ad3f   | -2.61995     | c0b8ea33   | -5.77859    
855  | c0ec3971   | -7.38201     | c11503dd   | -9.31344    
856  | c0814b94   | -4.04048     | 3f89985e   | 1.07496     
857  | 3f035104   | 0.51295      | bd80e5a6   | -0.06294    
858  | c01d03f4   | -2.45337     | bfa06631   | -1.25312    
859  | 3f52df4c   | 0.82372      | c02ad068   | -2.66897    
860  | c0288480   | -2.63309     | c066fc7a   | -3.60916    
861  | 40dca3f2   | 6.89501      | 40dc3021   | 6.88088     
862  | c01a5d7b   | -2.41196     | bffdf14a   | -1.98393    
863  | 406685a8   | 3.60191      | 3fe4dcf9   | 1.78799     
864  | c0140095   | -2.31254     | 40e4bc31   | 7.14797     
865  | bf89134d   | -1.07090     | 4080151a   | 4.00258     
866  | 3fc5f47f   | 1.54652      | 409ea212   | 4.95728     
867  | c0804e4f   | -4.00956     | 4048d1a3   | 3.13780     
868  | 40554912   | 3.33258      | 4025bd31   | 2.58967     
869  | c00fe87f   | -2.24857     | 4082df98   | 4.08979     
870  | 4001c9c5   | 2.02794      | bdf18062   | -0.11792    
871  | 4062e26e   | 3.54507      | c0c76f72   | -6.23235    
872  | c0fb958e   | -7.86201     | bff8f797   | -1.94506    
873  | 40e5d3f0   | 7.18212      | c0dfa782   | -6.98920    
874  | c08436b9   | -4.13168     | 408e3cf6   | 4.44494     
875  | 400299f0   | 2.04065      | 400e022f   | 2.21888     
876  | c0c36b9b   | -6.10689     | bf769364   | -0.96319    
877  | c07cd4ec   | -3.95050     | 3efe7d99   | 0.49705     
878  | bf02b833   | -0.51062     | c0f6e4c4   | -7.71543    
879  | 400787af   | 2.11766      | c04bd68b   | -3.18497    
880  | c040402e   | -3.00392     | 3f777cb3   | 0.96675     
881  | 40020830   | 2.03175      | c0e127e8   | -7.03612    
882  | c071521a   | -3.77064     | c09d5499   | -4.91658    
883  | c0183b1c   | -2.37861     | bfc14dda   | -1.51019    
884  | 3fa17d05   | 1.26163      | c04602f4   | -3.09393    
885  | 3e78c89e   | 0.24295      | 40f7a9d3   | 7.73948     
886  | 403eee56   | 2.98330      | 40bc6569   | 5.88738     
887  | 409b8604   | 4.86011      | be208e59   | -0.15679    
888  | 3f0cd549   | 0.55013      | 4058ed13   | 3.38947     
889  | c01e8bdf   | -2.47729     | 409fd4f6   | 4.99475     
890  | c0bcf33c   | -5.90469     | c110d8ac   | -9.05290    
891  | bfad186a   | -1.35231     | 3f715c11   | 0.94281     
892  | bfb48d52   | -1.41056     | 40f2cae9   | 7.58727     
893  | 3ede50d3   | 0.43421      | bf87e357   | -1.06163    
894  | c0aee1ef   | -5.46508     | 3f10acb7   | 0.56514     
895  | c0a77f6f   | -5.23431     | 3f9ea535   | 1.23942     
896  | 3eb02a6e   | 0.34407      | 40eac12c   | 7.33608     
897  | 40b1f375   | 5.56097      | c0f0137f   | -7.50238    
898  | 3f389232   | 0.72098      | c0b16ca7   | -5.54451    
899  | 4082b20d   | 4.08423      | be2111ee   | -0.15729    
900  | c00948cf   | -2.14507     | 3e615eaa   | 0.22009     
901  | c08834f5   | -4.25646     | 3fbd0436   | 1.47669     
902  | 403bd3a8   | 2.93479      | c140ecc0   | -12.05780   
903  | c0a6779e   | -5.20210     | c0f4e35c   | -7.65275    
904  | be040821   | -0.12894     | c03b8170   | -2.92978    
905  | c0ad95e3   | -5.42455     | 3fa4efe6   | 1.28857     
906  | 409bc808   | 4.86817      | c01b6d1a   | -2.42853    
907  | 406ffa49   | 3.74965      | 409ceb76   | 4.90374     
908  | 3f48ec39   | 0.78485      | bfdda398   | -1.73155    
909  | 3ee1aba9   | 0.44076      | c0354c46   | -2.83278    
910  | 40169679   | 2.35293      | 3f6ea370   | 0.93218     
911  | 3e6e68f8   | 0.23282      | 3d33c8d7   | 0.04389     
912  | c0969e91   | -4.70686     | 40a75747   | 5.22940     
913  | 3f8c6276   | 1.09675      | bfd4026b   | -1.65632    
914  | 4023319f   | 2.54990      | c0e378ed   | -7.10851    
915  | becc7f86   | -0.39941     | 412383d5   | 10.21969    
916  | c065e49d   | -3.59208     | 3ff0c54b   | 1.88102     
917  | 40bc8228   | 5.89089      | bfb22ca8   | -1.39199    
918  | 402edb8f   | 2.73215      | 40f20ca7   | 7.56404     
919  | c0dcef7a   | -6.90423     | c0e583a0   | -7.17232    
920  | 40a81ae0   | 5.25328      | c0209071   | -2.50882    
921  | c028b6d6   | -2.63616     | 3edf287b   | 0.43586     
922  | 3fa31083   | 1.27394      | 3eecc1d9   | 0.46242     
923  | c0a70901   | -5.21985     | 3fa4fbed   | 1.28894     
924  | bfe3c7ca   | -1.77953     | c0e74491   | -7.22712    
925  | 409f189c   | 4.97175      | 40ea4183   | 7.32050     
926  | 40778b46   | 3.86788      | c11730ae   | -9.44938    
927  | 406098d4   | 3.50933      | 405e856b   | 3.47689     
928  | c06f0b0b   | -3.73505     | c0c915bf   | -6.28390    
929  | bf0000a0   | -0.50001     | 3fb7b2de   | 1.43515     
930  | c0b7dff0   | -5.74609     | 3f656761   | 0.89611     
931  | 407357d4   | 3.80224      | c092e096   | -4.58992    
932  | 3ff4657d   | 1.90935      | c095074b   | -4.65714    
933  | c01d2bd5   | -2.45580     | bff0fb06   | -1.88266    
934  | bfa3a0fb   | -1.27835     | c0428447   | -3.03932    
935  | c0f83fcd   | -7.75779     | c0bf5e0a   | -5.98023    
936  | 40a98421   | 5.29738      | 409b9df3   | 4.86303     
937  | be820893   | -0.25397     | c151aa42   | -13.10407   
938  | 3f580a9d   | 0.84391      | c0919345   | -4.54923    
939  | bf948d2c   | -1.16056     | 401e19fc   | 2.47034     
940  | c0526192   | -3.28721     | 3e1b6dc5   | 0.15179     
941  | c0bbb0e6   | -5.86534     | c022c5c2   | -2.54332    
942  | 403a577c   | 2.91159      | 40684b35   | 3.62959     
943  | c0c28719   | -6.07899     | c0990af2   | -4.78259    
944  | 3dfe3e15   | 0.12414      | 40b29d47   | 5.58170     
945  | c046e839   | -3.10792     | c091dd8e   | -4.55830    
946  | c07e8456   | -3.97683     | c03557a0   | -2.83347    
947  | 40c78902   | 6.23547      | 3c6ce87d   | 0.01446     
948  | 3ec6a1d8   | 0.38795      | 4100c5cc   | 8.04829     
949  | 409b3d3b   | 4.85122      | bf8a4dd5   | -1.08050    
950  | c0a0aad1   | -5.02085     | 408c3858   | 4.38188     
951  | 40dc0af7   | 6.87634      | c08119b4   | -4.03439    
952  | bf4a1f08   | -0.78954     | c02503c8   | -2.57836    
953  | 400ae9e1   | 2.17052      | 410a2668   | 8.63438     
954  | c12c2d56   | -10.76107    | 405b9e4a   | 3.43154     
955  | 405f2297   | 3.48649      | 40dfd1a7   | 6.99434     
956  | 3f88c631   | 1.06855      | c02586e7   | -2.58636    
957  | c13dd1f5   | -11.86376    | 3e79f2e2   | 0.24409     
958  | c01f30ca   | -2.48735     | c01252a5   | -2.28629    
959  | c0323117   | -2.78425     | bc723ed0   | -0.01479    
960  | c047ed31   | -3.12385     | 3fb39716   | 1.40305     
961  | bf85178f   | -1.03978     | 4081776f   | 4.04583     
962  | c0953dcb   | -4.66379     | 3f0fa0fb   | 0.56105     
963  | bfb072cd   | -1.37850     | 40749522   | 3.82160     
964  | bf2ad8cd   | -0.66737     | 3fc1c032   | 1.51368     
965  | c0b99639   | -5.79959     | 408cb2f5   | 4.39685     
966  | 3fd16526   | 1.63590      | bf85c975   | -1.04521    
967  | c01b0055   | -2.42190     | c0bc1c01   | -5.87842    
968  | 3fd67f06   | 1.67575      | c0a1e337   | -5.05899    
969  | c08135fc   | -4.03784     | bf85198d   | -1.03984    
970  | c0b4a85d   | -5.64555     | 3fa9382f   | 1.32203     
971  | bf871c91   | -1.05556     | bf441889   | -0.76600    
972  | bece5ad0   | -0.40304     | 3f97ec4b   | 1.18690     
973  | c01f8b1e   | -2.49287     | c0cf87b9   | -6.48532    
974  | be961ea7   | -0.29320     | 4121bb31   | 10.10820    
975  | 3f8a935e   | 1.08262      | 40279744   | 2.61861     
976  | c1002ec6   | -8.01142     | 4019b91d   | 2.40192     
977  | c01f1522   | -2.48566     | c0190c7e   | -2.39139    
978  | 403ad2d5   | 2.91912      | 40d59c0f   | 6.67530     
979  | c03acb46   | -2.91866     | 40d9ab19   | 6.80214     
980  | 4080db83   | 4.02680      | 3ffdc26b   | 1.98250     
981  | c102caf5   | -8.17455     | be6591d0   | -0.22419    
982  | c1292503   | -10.57154    | 40c20500   | 6.06311     
983  | c10300df   | -8.18771     | 3e30794b   | 0.17234     
984  | c0e249f3   | -7.07153     | c02a0323   | -2.65644    
985  | 3ef76a4c   | 0.48323      | bf153be0   | -0.58294    
986  | c12bff46   | -10.74982    | 404ee473   | 3.23269     
987  | c10bdcea   | -8.74143     | bf817ed3   | -1.01168    
988  | bfd30be2   | -1.64880     | c092d832   | -4.58889    
989  | c09b51ce   | -4.85374     | 409da6bf   | 4.92660     
990  | c0a38efb   | -5.11120     | 3e8a4fd0   | 0.27014     
991  | c0e6219c   | -7.19160     | c0dd32de   | -6.91246    
992  | c1554526   | -13.32938    | bfefbe2a   | -1.87299    
993  | c134a1d1   | -11.28951    | c0b97ea7   | -5.79671    
994  | c0eb31c1   | -7.34982     | 40f355f5   | 7.60424     
995  | c1492f4b   | -12.57405    | bf50dfa5   | -0.81591    
996  | c15d1e44   | -13.81989    | c079970b   | -3.89984    
997  | c1d086d9   | -26.06584    | 40b2d283   | 5.58820     
998  | c1f02005   | -30.01563    | bfb35329   | -1.40098    
999  | c1e93709   | -29.15187    | c03a1d2a   | -2.90803    
1000 | c2268134   | -41.62617    | c1010ce3   | -8.06565    
1001 | c286e2e3   | -67.44314    | c0aa6753   | -5.32511    
1002 | c2d5c59b   | -106.88595   | c110b79c   | -9.04483    
1003 | c39e0d4a   | -316.10381   | c1bbab5b   | -23.45867   
1004 | 43adbf81   | 347.49612    | 41be85d3   | 23.81534    
1005 | 42ec3e84   | 118.12210    | 4038367e   | 2.87833     
1006 | 428501c6   | 66.50346     | bfcca88d   | -1.59889    
1007 | 427167fc   | 60.35155     | bf85f069   | -1.04640    
1008 | 422f4a6f   | 43.82269     | c101bb5d   | -8.10824    
1009 | 42268f36   | 41.63986     | 4081a319   | 4.05116     
1010 | 41fe8903   | 31.81690     | 3f76efd5   | 0.96460     
1011 | 41fd84a5   | 31.68977     | bfa38d33   | -1.27775    
1012 | 41bcab1f   | 23.58356     | c05d2585   | -3.45542    
1013 | 41a210e3   | 20.25825     | 404c2e68   | 3.19033     
1014 | 41c885bf   | 25.06531     | c11c7f75   | -9.78112    
1015 | 41ac8acc   | 21.56777     | c0a92b40   | -5.28653    
1016 | 41a36403   | 20.42383     | c0640cf6   | -3.56329    
1017 | 41bb993e   | 23.44982     | 4076a38e   | 3.85373     
1018 | 4188b351   | 17.08756     | 3f53499a   | 0.82534     
1019 | 41b02281   | 22.01685     | c0177cda   | -2.36700    
1020 | 41189c1b   | 9.53811      | 400560e3   | 2.08404     
1021 | 4156dc56   | 13.42879     | c08e4aec   | -4.44665    
1022 | 411fa7fb   | 9.97851      | c0d823a2   | -6.75435    
1023 | 41adfd34   | 21.74863     | bfd7ae60   | -1.68501    

============================== SIGNAL 2 FINAL OUTPUT ==============================
Idx  | Hex(Real)  | Real (Float) | Hex(Imag)  | Imag (Float)
------------------------------------------------------------
0    | 412366d7   | 10.21261     | 00000000   | 0.00000     
1    | c0428b93   | -3.03977     | c0023540   | -2.03450    
2    | 405e9de5   | 3.47839      | bfe959ea   | -1.82306    
3    | 4048a60c   | 3.13513      | c06cac68   | -3.69802    
4    | c11d0386   | -9.81336     | 40a8e18a   | 5.27753     
5    | 3fc9a6ce   | 1.57540      | c10c015f   | -8.75034    
6    | c0aeb026   | -5.45900     | 3e81f65d   | 0.25383     
7    | c00bf82d   | -2.18702     | 4013830a   | 2.30487     
8    | bdc87e31   | -0.09790     | 409ac6c9   | 4.83677     
9    | c003352e   | -2.05012     | c0e386f9   | -7.11023    
10   | 40eee20d   | 7.46509      | 3ff08931   | 1.87919     
11   | 40da073e   | 6.81338      | bfe3c1bb   | -1.77935    
12   | 3f7af93e   | 0.98037      | c061e1ef   | -3.52941    
13   | beb766c6   | -0.35821     | 3f6d4961   | 0.92690     
14   | 406c4039   | 3.69142      | be6133cb   | -0.21992    
15   | 409658b3   | 4.69833      | be826547   | -0.25468    
16   | c072b115   | -3.79206     | bebe4305   | -0.37161    
17   | 40614061   | 3.51955      | c00a639b   | -2.16233    
18   | c09d71a5   | -4.92012     | bf228253   | -0.63480    
19   | bf213868   | -0.62977     | 40fd1a17   | 7.90943     
20   | 402c957d   | 2.69662      | bf404a8f   | -0.75114    
21   | 40a9bfb0   | 5.30465      | 3fa6cec3   | 1.30318     
22   | bff3a56b   | -1.90349     | 3fe1a8d6   | 1.76296     
23   | c0a88e0f   | -5.26734     | 4008ee8e   | 2.13956     
24   | c0a56cad   | -5.16952     | c01e0e0d   | -2.46961    
25   | c104573d   | -8.27130     | 3e8abe17   | 0.27098     
26   | c0479fdf   | -3.11913     | 4023ba26   | 2.55824     
27   | c11b8f4d   | -9.72249     | c0328d48   | -2.78987    
28   | c056c140   | -3.35555     | 4100a366   | 8.03989     
29   | 40a49350   | 5.14298      | 40ebfdb3   | 7.37472     
30   | c0c67d64   | -6.20281     | bfdc1a3b   | -1.71955    
31   | c0830869   | -4.09478     | c0832d29   | -4.09926    
32   | c0a08a8b   | -5.01691     | bfcc5565   | -1.59636    
33   | 40493df1   | 3.14441      | 40154408   | 2.33228     
34   | c01eff02   | -2.48431     | 40ad1004   | 5.40821     
35   | 40a87e13   | 5.26539      | c0ab18eb   | -5.34679    
36   | 40ddf5b5   | 6.93624      | 406e79f6   | 3.72619     
37   | 41126423   | 9.14945      | bfa0396b   | -1.25175    
38   | c0ed4b2a   | -7.41543     | bfbadd64   | -1.45988    
39   | 400d3d18   | 2.20685      | 40f35638   | 7.60427     
40   | c0faf81e   | -7.84279     | c03a494f   | -2.91072    
41   | bfbea414   | -1.48938     | bfbbb43c   | -1.46644    
42   | c0a49025   | -5.14260     | 40a0d7cb   | 5.02634     
43   | 402ab9ce   | 2.66759      | be76789b   | -0.24069    
44   | be8f6454   | -0.28006     | 3fa1afdc   | 1.26318     
45   | 400ff580   | 2.24936      | 40306517   | 2.75617     
46   | bf343d6c   | -0.70406     | c14c9427   | -12.78617   
47   | 3fa7c0cc   | 1.31057      | 3fb05b0e   | 1.37778     
48   | 403d383e   | 2.95656      | 3f04ab24   | 0.51824     
49   | c0042392   | -2.06467     | 40102474   | 2.25222     
50   | bfbc322e   | -1.47028     | c1074bad   | -8.45598    
51   | c08123ba   | -4.03561     | 3fd8d001   | 1.69385     
52   | 408dfb52   | 4.43693      | 4056447e   | 3.34793     
53   | 4103ad39   | 8.22979      | 3dfd7080   | 0.12375     
54   | 3fb6fc4c   | 1.42957      | bf4ed157   | -0.80788    
55   | bfba46f0   | -1.45529     | c050c480   | -3.26199    
56   | c031e062   | -2.77932     | 401e1531   | 2.47004     
57   | 4149a8fc   | 12.60376     | 40bdc231   | 5.92996     
58   | bf50eaa0   | -0.81608     | c02ab053   | -2.66701    
59   | c054b53d   | -3.32356     | c04e9e9b   | -3.22843    
60   | 3fabcc1c   | 1.34217      | 403de32f   | 2.96699     
61   | 3fdea8ed   | 1.73953      | 40bbf8a8   | 5.87410     
62   | c0993c70   | -4.78863     | 4110dbfb   | 9.05371     
63   | 3f5e548d   | 0.86848      | 4006ae46   | 2.10439     
64   | 3fe28eb9   | 1.76998      | 409d9941   | 4.92496     
65   | 402a8af4   | 2.66473      | c09a29e9   | -4.81762    
66   | bf43bdbc   | -0.76461     | c09fa559   | -4.98893    
67   | 3f6588a0   | 0.89662      | 408d4ab0   | 4.41537     
68   | 3f8b7d3d   | 1.08976      | c064b73d   | -3.57368    
69   | 405f072f   | 3.48481      | 409ed77d   | 4.96380     
70   | 40c567c8   | 6.16892      | c06d85f2   | -3.71130    
71   | 405986fd   | 3.39886      | 40dd096e   | 6.90740     
72   | bef8838d   | -0.48538     | c01e6dfa   | -2.47546    
73   | c02068b0   | -2.50639     | c0858283   | -4.17218    
74   | 3fc445fd   | 1.53339      | be78ce75   | -0.24298    
75   | c02bca07   | -2.68421     | 411c131d   | 9.75467     
76   | bf3f1086   | -0.74635     | 40af6df9   | 5.48217     
77   | 40a84986   | 5.25897      | c0b3beb3   | -5.61703    
78   | 3fe62c5e   | 1.79823      | 4148366d   | 12.51329    
79   | c0be4732   | -5.94619     | c03e0131   | -2.96882    
80   | c09960d1   | -4.79307     | 3f0d6558   | 0.55233     
81   | 3de2e671   | 0.11079      | c03b53fb   | -2.92700    
82   | c01d41d9   | -2.45714     | 41065821   | 8.39652     
83   | 402a19fc   | 2.65784      | 412ed99b   | 10.92813    
84   | c038e5d1   | -2.88903     | 41095f58   | 8.58578     
85   | bf3d6d0f   | -0.73995     | 40f0534c   | 7.51017     
86   | c014f3b5   | -2.32737     | 40f77f2d   | 7.73427     
87   | 406e22b2   | 3.72087      | bf6dc1bb   | -0.92874    
88   | c0ccf4ae   | -6.40487     | bee1466b   | -0.43999    
89   | c0126f27   | -2.28803     | 408c0526   | 4.37563     
90   | bff79395   | -1.93419     | 409a1929   | 4.81557     
91   | 3f72b6cc   | 0.94810      | 41281402   | 10.50489    
92   | c018993a   | -2.38435     | 40faa5c9   | 7.83274     
93   | c00f8503   | -2.24249     | 41389d50   | 11.53841    
94   | c0d823ee   | -6.75439     | c049e801   | -3.15479    
95   | c070f34b   | -3.76485     | 40dfa046   | 6.98831     
96   | c0417e8d   | -3.02335     | 413073cf   | 11.02827    
97   | c10c9577   | -8.78649     | 40dd84c5   | 6.92246     
98   | c168a294   | -14.53969    | 413f1b30   | 11.94414    
99   | c129ebe0   | -10.62009    | 41ad674f   | 21.67544    
100  | c10edeba   | -8.92938     | 420f782c   | 35.86736    
101  | c2280739   | -42.00705    | 42280fcc   | 42.01543    
102  | c2e37521   | -113.72877   | 431979b4   | 153.47540   
103  | 429ec297   | 79.38006     | c2bbbc10   | -93.86731   
104  | 41f0859c   | 30.06524     | c2330577   | -44.75534   
105  | 41341e88   | 11.25745     | c18995a7   | -17.19807   
106  | 4192ae4d   | 18.33511     | c135562c   | -11.33354   
107  | 40fb0d39   | 7.84536      | c15b41e7   | -13.70359   
108  | 409fdb85   | 4.99555      | c1178827   | -9.47074    
109  | 3f8e94be   | 1.11391      | c1300328   | -11.00077   
110  | 40c8222c   | 6.25417      | c122a363   | -10.16489   
111  | 410a011f   | 8.62527      | c1295234   | -10.58257   
112  | 409c7559   | 4.88932      | c10aed94   | -8.68300    
113  | 41216e44   | 10.08942     | 40490cdc   | 3.14141     
114  | 40a55a49   | 5.16727      | 40867c7a   | 4.20269     
115  | bed5da03   | -0.41768     | c08b3a93   | -4.35090    
116  | 413ab315   | 11.66872     | 3f7020c9   | 0.93800     
117  | 3fa4b370   | 1.28673      | c0c7e55b   | -6.24675    
118  | 409ba4a2   | 4.86385      | c0514d7d   | -3.27035    
119  | 40740c2a   | 3.81324      | c0e88feb   | -7.26757    
120  | c03ef628   | -2.98377     | c0a934d9   | -5.28770    
121  | 406981f5   | 3.64856      | c08edc5b   | -4.46440    
122  | c031d1de   | -2.77843     | c008679b   | -2.13132    
123  | 40ecc3cb   | 7.39890      | c113ddef   | -9.24168    
124  | bbb45886   | -0.00550     | 3fe3302f   | 1.77491     
125  | 40bf2d16   | 5.97425      | c1546cec   | -13.27659   
126  | c03830c6   | -2.87798     | c0ccf384   | -6.40473    
127  | 406ab64a   | 3.66738      | c11a778e   | -9.65419    
128  | bff447c7   | -1.90844     | c0533383   | -3.30002    
129  | 401f945e   | 2.49343      | 3fb06e05   | 1.37836     
130  | 41033000   | 8.19922      | 3ff0e4d7   | 1.88198     
131  | 4032881e   | 2.78956      | c0b94d4e   | -5.79069    
132  | 400a423d   | 2.16029      | c05fd080   | -3.49710    
133  | 3ee76a20   | 0.45198      | c0c893fa   | -6.26806    
134  | 3eac4d01   | 0.33652      | c05f0868   | -3.48489    
135  | 404bcc3c   | 3.18434      | c1432815   | -12.19729   
136  | 3f86c716   | 1.05295      | 40678b52   | 3.61788     
137  | c04509d3   | -3.07872     | c0356c0c   | -2.83472    
138  | bfdd645b   | -1.72963     | bfd6a71a   | -1.67697    
139  | bef9d1cc   | -0.48793     | c18d0ce1   | -17.63129   
140  | bff85382   | -1.94005     | c0765351   | -3.84884    
141  | 409baa72   | 4.86456      | c1147e56   | -9.28084    
142  | 40b0b57e   | 5.52215      | bfdccb96   | -1.72496    
143  | be3453b1   | -0.17610     | c0eba8e7   | -7.36437    
144  | 3f3a1eb6   | 0.72703      | bbf70053   | -0.00754    
145  | bf517a38   | -0.81827     | c0619d78   | -3.52524    
146  | 40d1006e   | 6.53130      | c09d2ac1   | -4.91147    
147  | 40b04ce2   | 5.50939      | c0d33871   | -6.60064    
148  | 40d04cd7   | 6.50938      | c0533da1   | -3.30064    
149  | 408549c8   | 4.16526      | 40a0dd6e   | 5.02703     
150  | 408641c5   | 4.19553      | 4098f320   | 4.77968     
151  | 405e8dc7   | 3.47740      | c1001315   | -8.00466    
152  | bd6ba194   | -0.05753     | c08e0e0e   | -4.43922    
153  | 40870fca   | 4.22068      | c000ceac   | -2.01261    
154  | 3fd39c98   | 1.65322      | 4000f52d   | 2.01496     
155  | 3fc60486   | 1.54701      | c05d6b48   | -3.45967    
156  | 411eca2b   | 9.92436      | c0dc5ddc   | -6.88646    
157  | 4053fbbe   | 3.31224      | 3fa0f22c   | 1.25739     
158  | 4050a3bd   | 3.25999      | 40a002d5   | 5.00035     
159  | c0119178   | -2.27450     | c035f8ee   | -2.84332    
160  | be9a7663   | -0.30168     | 4077f28c   | 3.87418     
161  | c0475ee0   | -3.11517     | bf01dace   | -0.50724    
162  | c08efb56   | -4.46818     | 40187781   | 2.38229     
163  | 400b5840   | 2.17726      | bf8c0688   | -1.09395    
164  | c056c307   | -3.35565     | 405e1aa6   | 3.47038     
165  | 40c0a0a4   | 6.01961      | 3fc3d248   | 1.52985     
166  | bfc7d20c   | -1.56110     | 40b6cd70   | 5.71258     
167  | bff6d3c2   | -1.92834     | 40550c15   | 3.32886     
168  | c11b118c   | -9.69178     | c1030237   | -8.18804    
169  | c0619123   | -3.52448     | c0a984f5   | -5.29748    
170  | 40c9df15   | 6.30848      | c010a695   | -2.26017    
171  | 40422eaf   | 3.03410      | 40423505   | 3.03449     
172  | bf3413a6   | -0.70342     | c044a5c2   | -3.07262    
173  | c0dd2cbc   | -6.91171     | 3ed96dd3   | 0.42467     
174  | 3f8a58b4   | 1.08083      | 3f656443   | 0.89606     
175  | c07b58d2   | -3.92730     | 40511a9c   | 3.26725     
176  | bfe52456   | -1.79017     | c0caa169   | -6.33220    
177  | 3ef30d1b   | 0.47471      | c043d84d   | -3.06008    
178  | 40054c8a   | 2.08280      | c01154e2   | -2.27081    
179  | 3f8d8926   | 1.10575      | 4001c321   | 2.02753     
180  | 4011c959   | 2.27791      | 40778c51   | 3.86794     
181  | 4104556e   | 8.27086      | c00f2db1   | -2.23716    
182  | 40ed736f   | 7.42034      | 3f1ea776   | 0.61974     
183  | c05d8cc7   | -3.46172     | 4113e75e   | 9.24399     
184  | 407f3d0b   | 3.98810      | c1048a24   | -8.28373    
185  | c108837b   | -8.53210     | bf358c63   | -0.70917    
186  | 40b1ccc1   | 5.55624      | 404eb1f9   | 3.22961     
187  | c025824e   | -2.58608     | 40391d66   | 2.89242     
188  | 403a4435   | 2.91041      | c04ae45c   | -3.17019    
189  | 4132a02f   | 11.16411     | 40766cbe   | 3.85039     
190  | 409fc82e   | 4.99319      | bfd641ea   | -1.67389    
191  | 40139bd5   | 2.30639      | 4008ab11   | 2.13544     
192  | 408a7f80   | 4.32806      | c0e25121   | -7.07240    
193  | bfa5956d   | -1.29362     | 4080938a   | 4.01801     
194  | bf92811a   | -1.14456     | c05077f3   | -3.25732    
195  | 412b7c81   | 10.71790     | 3fb780b9   | 1.43362     
196  | 40b29fdb   | 5.58201      | c0967265   | -4.70146    
197  | c0e132a4   | -7.03743     | 3f48ffb7   | 0.78515     
198  | be812eea   | -0.25231     | 410518a8   | 8.31852     
199  | c0b9547d   | -5.79156     | 40330c06   | 2.79761     
200  | 405c60b4   | 3.44340      | bdce61e4   | -0.10077    
201  | c0dc969b   | -6.89338     | 3fede6ab   | 1.85860     
202  | 400cea0b   | 2.20178      | 3ffaa7cf   | 1.95825     
203  | 3fdc9d6a   | 1.72355      | 3fbb42f5   | 1.46298     
204  | 409bfd7d   | 4.87469      | bff22812   | -1.89185    
205  | 40aadbc3   | 5.33933      | 3f905067   | 1.12745     
206  | 41112df1   | 9.07372      | 401b3c3c   | 2.42555     
207  | c071f083   | -3.78030     | c09ad0ed   | -4.83800    
208  | 40a5d7dd   | 5.18260      | 40bbb9ff   | 5.86645     
209  | 3fde3804   | 1.73608      | 3f328c3d   | 0.69745     
210  | c036c61c   | -2.85584     | 40176e49   | 2.36611     
211  | 3fb17380   | 1.38634      | c09b44fb   | -4.85217    
212  | bfd47f06   | -1.66013     | c0f27056   | -7.57621    
213  | 3eb204f0   | 0.34769      | c0af64d5   | -5.48106    
214  | 40658906   | 3.58649      | bf97cf70   | -1.18602    
215  | 4071094c   | 3.76619      | 3fccadc5   | 1.59905     
216  | 408bcdb8   | 4.36886      | bf7c1298   | -0.98466    
217  | c06591d8   | -3.58703     | c080fbd8   | -4.03074    
218  | 3f52e7fb   | 0.82385      | bf9a2ccb   | -1.20449    
219  | c0b43865   | -5.63188     | bf54e2f9   | -0.83159    
220  | 3fd33de1   | 1.65033      | c045c90b   | -3.09040    
221  | 4006b9f1   | 2.10510      | 40156142   | 2.33406     
222  | 41238845   | 10.22077     | c0c5cd76   | -6.18133    
223  | c10434ae   | -8.26286     | c0978917   | -4.73548    
224  | 40a0f567   | 5.02996      | c09f1833   | -4.97170    
225  | 40c7a915   | 6.23939      | bf585f08   | -0.84520    
226  | c0d8de9a   | -6.77717     | be9a14fe   | -0.30094    
227  | 3fc834bf   | 1.56411      | bfe5a188   | -1.79399    
228  | c0cfb66e   | -6.49102     | c01211fb   | -2.28235    
229  | 3fbc50b7   | 1.47121      | c089cc29   | -4.30617    
230  | 402cef87   | 2.70212      | 3f3b65fa   | 0.73202     
231  | 40cfecac   | 6.49764      | c111a724   | -9.10331    
232  | 410efd6a   | 8.93687      | c011a15a   | -2.27547    
233  | c070afef   | -3.76074     | 41143e19   | 9.26516     
234  | 410e5178   | 8.89489      | c0c30413   | -6.09425    
235  | c02a2230   | -2.65834     | 3fa24d3d   | 1.26798     
236  | c09f6b96   | -4.98188     | 3f8894c5   | 1.06704     
