Idx    | Gold_Re      | Gold_Im      | Core_Re      | Core_Im      | Diff         | Err(%)     | Note
1583   | -5.29816     | 4.46944      | -5.69856     | 4.52471      | 0.40420      | 5.83       | 
1584   | -4.49577     | -0.02925     | -5.06150     | -0.20108     | 0.59125      | 13.15      | HIGH_ERR
1585   | 5.55874      | -4.20050     | 5.05226      | -4.38874     | 0.54034      | 7.76       | 
1586   | 5.30583      | 6.85147      | 4.74185      | 6.67300      | 0.59154      | 6.83       | 
1587   | 0.95964      | 5.07979      | 0.35500      | 4.87258      | 0.63916      | 12.36      | HIGH_ERR
1588   | 1.14427      | -5.82494     | 0.58294      | -6.01051     | 0.59120      | 9.96       | 
1589   | -4.66686     | -1.05313     | -4.93399     | -1.74476     | 0.74143      | 15.50      | HIGH_ERR
1590   | 5.85295      | -1.50615     | 5.29383      | -1.69858     | 0.59130      | 9.78       | 
1591   | -0.53186     | 2.81905      | -1.13484     | 2.66478      | 0.62240      | 21.70      | HIGH_ERR
1592   | 12.41972     | 2.80774      | 11.86302     | 2.60840      | 0.59131      | 4.64       | 
